#RtAcc (float32)[1],
29908.674,
26377.217,
22752.152,
19093.854,
15460.203,
11905.605,
8480.134,
5228.765,
2190.7573,
-600.8418,
-3119.542,
-5345.61,
-7266.1245,
-8874.889,
-10172.208,
-11164.543,
-11864.045,
-12287.997,
-12458.166,
-12400.094,
-12142.334,
-11715.666,
-11152.292,
-10485.044,
-9746.615,
-8968.832,
-8181.981,
-7414.2026,
-6690.967,
-6034.631,
-5464.0933,
-4994.5454,
-4637.3164,
-4399.8174,
-4285.582,
-4294.3877,
-4422.4634,
-4662.768,
-5005.328,
-5437.6304,
-5945.05,
-6511.307,
-7118.939,
-7749.775,
-8385.402,
-9007.615,
-9598.833,
-10142.485,
-10623.353,
-11027.8545,
-11344.292,
-11563.029,
-11676.62,
-11679.877,
-11569.893,
-11346,
-11009.695,
-10564.509,
-10015.85,
-9370.81,
-8637.95,
-7827.071,
-6948.9595,
-6015.1484,
-5037.665,
-4028.7903,
-3000.8286,
-1965.8945,
-935.7166,
78.53579,
1066.4023,
2018.2574,
2925.4106,
3780.1814,
4575.952,
5307.195,
5969.4814,
6559.4707,
7074.8833,
7514.457,
7877.895,
8165.8037,
8379.62,
8521.54,
8594.436,
8601.78,
8547.564,
8436.218,
8272.529,
8061.5767,
7808.6475,
7519.173,
7198.6577,
6852.6167,
6486.5146,
6105.703,
5715.3687,
5320.476,
4925.7197,
4535.475,
4153.7563,
3784.1765,
3429.912,
3093.6753,
2777.69,
2483.676,
2212.8413,
1965.8812,
1742.9877,
1543.8676,
1367.7698,
1213.5225,
1079.5784,
964.06995,
864.8704,
779.6626,
706.01196,
641.4432,
583.5183,
529.9139,
478.49576,
427.38907,
375.04068,
320.27316,
262.32745,
200.89307,
136.12448,
68.64258,
-0.47923928,
-69.74452,
-137.27838,
-200.88637,
-258.12656,
-306.39264,
-343.00644,
-365.3167,
-370.80197,
-357.1739,
-322.47827,
-265.19028,
-184.30107,
-79.39221,
49.304207,
200.86269,
373.64035,
565.2735,
772.6958,
992.17786,
1219.3885,
1449.477,
1677.1729,
1896.9042,
2102.9285,
2289.4746,
2450.8933,
2581.8079,
2677.2666,
2732.8892,
2745.0022,
2710.7637,
2628.2676,
2496.6301,
2316.0508,
2087.847,
1814.4637,
1499.452,
1147.4196,
763.9543,
355.51978,
-70.67266,
-506.81406,
-944.6659,
-1375.7422,
-1791.5012,
-2183.542,
-2543.8008,
-2864.7417,
-3139.5374,
-3362.2356,
-3527.9038,
-3632.7532,
-3674.2341,
-3651.1035,
-3563.4587,
-3412.742,
-3201.709,
-2934.369,
-2615.8906,
-2252.4827,
-1851.2479,
-1420.0156,
-967.1577,
-501.3914,
-31.575443,
433.49634,
885.29816,
1315.7668,
1717.4836,
2083.837,
2409.1643,
2688.8684,
2919.505,
3098.839,
3225.874,
3300.8433,
3325.1758,
3301.4282,
3233.193,
3124.9788,
2982.0703,
2810.3738,
2616.2456,
2406.3174,
2187.3147,
1965.8795,
1748.4001,
1540.8505,
1348.6467,
1176.5223,
1028.4248,
907.4386,
815.7325,
754.5353,
724.1385,
723.92523,
752.42487,
807.39014,
885.8947,
984.44806,
1099.1232,
1225.6938,
1359.7766,
1496.9741,
1633.0139,
1763.8811,
1885.9379,
1996.0298,
2091.5737,
2170.6257,
2231.9282,
2274.9333,
2299.8037,
2307.3914,
2299.1943,
2277.2937,
2244.2725,
2203.1206,
2157.1272,
2109.765,
2064.5698,
2025.0199,
1994.4164,
1975.7721,
1971.7086,
1984.3665,
2015.331,
2065.576,
2135.4238,
2224.5298,
2331.8826,
2455.8276,
2594.1084,
2743.9255,
2902.0134,
3064.7275,
3228.1465,
3388.1775,
3540.6711,
3681.533,
3806.8381,
3912.9353,
3996.5479,
4054.8604,
4085.594,
4087.0657,
4058.2314,
3998.7112,
3908.7964,
3789.4387,
3642.2222,
3469.3176,
3273.4248,
3057.6975,
2825.6619,
2581.1243,
2328.0742,
2070.5847,
1812.7117,
1558.3973,
1311.3788,
1075.103,
852.65295,
646.68494,
459.37875,
292.40137,
146.88582,
23.424135,
-77.92541,
-157.61732,
-216.58554,
-256.1989,
-278.20724,
-284.67984,
-277.9383,
-260.48596,
-234.93617,
-203.94096,
-170.12277,
-136.01042,
-103.98147,
-76.21177,
-54.63371,
-40.903645,
-36.379,
-42.105236,
-58.812344,
-86.92054,
-126.55429,
-177.56378,
-239.55264,
-311.91058,
-393.84973,
-484.44305,
-582.6636,
-687.4231,
-797.6087,
-912.117,
-1029.8838,
-1149.9093,
-1271.2787,
-1393.1764,
-1514.8953,
-1635.8403,
-1755.5271,
-1873.5758,
-1989.7008,
-2103.6978,
-2215.428,
-2324.801,
-2431.758,
-2536.2534,
-2638.2397,
-2737.6536,
-2834.4036,
-2928.3623,
-3019.3608,
-3107.1877,
-3191.5896,
-3272.2766,
-3348.931,
-3421.2158,
-3488.7883,
-3551.3132,
-3608.4758,
-3659.9958,
-3705.6401,
-3745.2334,
-3778.666,
-3805.901,
-3826.9753,
-3841.9995,
-3851.1526,
-3854.674,
-3852.853,
-3846.013,
-3834.4963,
-3818.6445,
-3798.7808,
-3775.189,
-3748.095,
-3717.651,
-3683.9194,
-3646.8623,
-3606.3335,
-3562.076,
-3513.723,
-3460.8057,
-3402.7654,
-3338.9705,
-3268.7383,
-3191.3616,
-3106.137,
-3012.3982,
-2909.5493,
-2797.098,
-2674.6897,
-2542.1387,
-2399.4556,
-2246.8716,
-2084.8577,
-1914.1355,
-1735.6831,
-1550.7328,
-1360.7604,
-1167.4674,
-972.755,
-778.69006,
-587.46576,
-401.35547,
-222.66237,
-53.66543,
103.436134,
246.57901,
373.89062,
483.74103,
574.79047,
646.03094,
696.82025,
726.9082,
736.45264,
726.02594,
696.61096,
649.58594,
586.6996,
510.036,
421.97018,
325.11603,
222.2671,
116.33263,
10.269572,
-92.98672,
-190.5918,
-279.85934,
-358.3244,
-423.80112,
-474.43304,
-508.73495,
-525.62476,
-524.4448,
-504.9721,
-467.41672,
-412.4092,
-340.97684,
-254.50974,
-154.71776,
-43.57958,
76.714645,
203.8252,
335.32755,
468.7779,
601.778,
732.03656,
857.42645,
976.03534,
1086.2086,
1186.5834,
1276.1127,
1354.0795,
1420.0999,
1474.1154,
1516.3761,
1547.4132,
1568.004,
1579.1293,
1581.9254,
1577.632,
