#RtAcc (float32)[1],CommandState (uint8)[1]
-1389.4701,2
-1416.9934,2
-1443.9358,2
-1471.7346,2
-1499.9734,2
-1527.2946,2
-1553.9994,2
-1581.6184,2
-1609.6525,2
-1636.6604,2
-1663.0162,2
-1690.3488,2
-1718.0708,2
-1744.6532,2
-1770.5487,2
-1797.4873,2
-1824.7877,2
-1850.8282,2
-1876.1473,2
-1902.5789,2
-1929.341,2
-1954.7147,2
-1979.3298,2
-2005.1276,2
-2031.2231,2
-2055.798,2
-2079.5774,2
-2104.6113,2
-2129.907,2
-2153.5447,2
-2176.3518,2
-2200.4885,2
-2224.85,2
-2247.412,2
-2269.1072,2
-2292.2068,2
-2315.4897,2
-2336.824,2
-2357.2507,2
-2379.1514,2
-2401.189,2
-2421.127,2
-2440.12,2
-2460.6604,2
-2481.291,2
-2499.668,2
-2517.0613,2
-2536.0703,2
-2555.118,2
-2571.7546,2
-2587.3674,2
-2604.6628,2
-2621.9438,2
-2636.6562,2
-2650.3064,2
-2665.7024,2
-2681.0283,2
-2693.6296,2
-2705.1313,2
-2718.4395,2
-2731.6199,2
-2741.9192,2
-2751.0828,2
-2762.109,2
-2772.9504,2
-2780.7622,2
-2787.408,2
-2795.9722,2
-2804.2944,2
-2809.44,2
-2813.3882,2
-2819.3037,2
-2824.9177,2
-2827.2122,2
-2828.2805,2
-2831.3586,2
-2834.076,2
-2833.3381,2
-2831.349,2
-2831.409,2
-2831.0503,2
-2827.111,2
-2821.901,2
-2818.7747,2
-2815.174,2
-2807.8765,2
-2799.292,2
-2792.8198,2
-2785.818,2
-2775.0115,2
-2762.9048,2
-2752.9307,2
-2742.3735,2
-2727.9185,2
-2712.1594,2
-2698.5518,2
-2684.3127,2
-2666.0957,2
-2646.5745,2
-2629.216,2
-2611.1804,2
-2589.1006,2
-2565.7231,2
-2544.5137,2
-2522.585,2
-2496.561,2
-2469.2532,2
-2444.1135,2
-2418.2168,2
-2388.1885,2
-2356.8943,2
-2327.76,2
-2297.835,2
-2263.76,2
-2228.4453,2
-2195.278,2
-2161.2908,2
-2123.1514,2
-2083.8052,2
-2046.5865,2
-2008.5243,2
-1966.326,2
-1922.9604,2
-1881.6965,2
-1839.5695,2
-1793.3396,2
-1745.9886,2
-1700.7063,2
-1654.5466,2
-1604.3359,2
-1553.0575,2
-1503.8088,2
-1453.6743,2
-1399.5587,2
-1344.4349,2
-1291.2949,2
-1237.2643,2
-1179.3389,2
-1120.4703,2
-1063.5315,2
-1005.70105,2
-944.08026,2
-881.5881,2
-820.96515,2
-759.45526,2
-694.2775,2
-628.30585,2
-564.1353,2
-499.08606,2
-430.5074,2
-361.21704,2
-293.65213,2
-225.22073,2
-153.41515,2
-80.98427,2
-10.193813,2
61.44884,2
136.29544,2
211.6771,2
285.51205,2
360.18155,2
437.8679,2
515.99335,2
592.6721,2
670.1615,2
750.4615,2
831.09814,2
910.39545,2
990.4781,2
1073.1533,2
1156.062,2
1237.7493,2
1320.1938,2
1404.997,2
1489.9266,2
1573.7623,2
1658.3253,2
1744.9979,2
1831.686,2
1917.4147,2
2003.8372,2
2092.1064,2
2180.2786,2
2267.6355,2
2355.6516,2
2445.2383,2
2534.6133,2
2623.3267,2
2712.6604,2
2803.2727,2
2893.5537,2
2983.3328,2
3073.6885,2
3165.0154,2
3255.8872,2
3346.4226,2
3437.4875,2
3529.2026,2
3620.3381,2
3711.3118,2
3802.764,2
3894.531,2
3985.5903,2
4076.667,2
4168.165,2
4259.6265,2
4350.2466,2
4441.0674,2
4532.2476,2
4623.028,2
4712.8335,2
4803.028,2
4893.513,2
4983.2227,2
5071.8203,2
5161,2
5250.397,2
5338.629,2
5425.6084,2
5513.3594,2
5601.24,2
5687.5474,2
5772.4536,2
5858.32,2
5944.225,2
6028.142,2
6110.514,2
6194.0366,2
6277.4976,2
6358.5425,2
6437.893,2
6518.5786,2
6599.093,2
6676.755,2
6752.569,2
6829.8926,2
6906.9243,2
6980.6577,2
7052.388,2
7125.8003,2
7198.7925,2
7268.0405,2
7335.132,2
7404.0645,2
7472.4404,2
7536.6226,2
7598.498,2
7662.3647,2
7725.5312,2
7784.059,2
7840.1294,2
7898.3267,2
7955.676,2
8007.949,2
8057.6235,2
8109.549,2
8160.468,2
8205.877,2
8248.54,2
8293.554,2
8337.399,2
8375.321,2
8410.366,2
8447.846,2
8483.997,2
8513.829,2
8540.662,2
8569.996,2
8597.842,2
8619.001,2
8637.051,2
8657.648,2
8676.604,2
8688.546,2
8697.291,2
8708.615,2
8718.156,2
8720.395,2
8719.364,2
8720.924,2
8720.57,2
8712.676,2
8701.466,2
8692.841,2
8682.192,2
8663.818,2
8642.108,2
8622.962,2
8601.702,2
8572.595,2
8540.159,2
8510.25,2
8478.162,2
8438.164,2
8394.874,2
8354.064,2
8311.044,2
8260.126,2
8205.988,2
8154.2734,2
8100.3486,2
8038.6147,2
7973.769,2
7911.289,2
7846.6416,2
7774.357,2
7699.112,2
7626.178,2
7551.162,2
7468.7563,2
7383.574,2
7300.647,2
7215.7607,2
7123.8027,2
7029.2827,2
6936.9644,2
6842.8467,2
6742.048,2
6638.933,2
6537.975,2
6435.419,2
6326.636,2
6215.81,2
6107.1035,2
5997.0327,2
5881.2466,2
5763.7144,2
5648.277,2
5531.7417,2
5410.047,2
5286.914,2
5165.8623,2
5044.002,2
4917.571,2
4790.0215,2
4664.55,2
4538.575,2
4408.637,2
4277.898,2
4149.244,2
4020.4014,2
3888.2065,2
3755.522,2
3624.9392,2
3494.479,2
3361.2646,2
3227.8533,2
3096.5664,2
2965.7048,2
2832.6604,2
2699.689,2
2568.8696,2
2438.7563,2
2306.989,2
2175.5317,2
2046.2565,2
1917.9419,2
1788.4486,2
1659.4678,2
1532.7012,2
1407.1156,2
1280.7632,2
1155.0873,2
1031.6588,2
909.59174,2
787.0946,2
665.39465,2
545.97485,2
428.05557,2
309.96802,2
192.75935,2
77.865005,2
-35.434452,2
-148.72273,2
-261.09177,2
-371.11334,2
-479.49295,2
-587.7656,2
-695.1191,2
-800.09344,2
-903.4244,2
-1006.63324,2
-1108.9573,2
-1208.8695,2
-1307.1794,2
-1405.428,2
-1502.8561,2
-1597.8383,2
-1691.2985,2
-1784.8281,2
-1877.6272,2
-1967.9456,2
-2056.8604,2
-2146.042,2
-2234.6062,2
-2320.6567,2
-2405.4558,2
-2490.7756,2
-2575.6074,2
-2657.893,2
-2739.109,2
-2821.1477,2
-2902.8394,2
-2981.9553,2
-3060.2063,2
-3139.6174,2
-3218.8252,2
-3295.4292,2
-3371.3914,2
-3448.8787,2
-3526.3088,2
-3601.114,2
-3675.5173,2
-3751.8318,2
-3828.2368,2
-3902.009,2
-3975.6328,2
-4051.5603,2
-4127.719,2
-4201.25,2
-4274.895,2
-4351.239,2
-4427.9507,2
-4502.059,2
-4576.5537,2
-4654.131,2
-4732.2046,2
-4807.7246,2
-4883.9043,2
-4963.531,2
-5043.7676,2
-5121.527,2
-5200.2197,2
-5282.6943,2
-5365.8833,2
-5446.7056,2
-5528.736,2
-5614.8477,2
-5701.765,2
-5786.466,2
-5872.6426,2
-5963.1514,2
-6054.5376,2
-6143.898,2
-6234.992,2
-6330.609,2
-6427.1553,2
-6521.911,2
-6618.647,2
-6720.0312,2
-6822.3804,2
-6923.223,2
-7026.2764,2
-7134.0264,2
-7242.75,2
-7350.302,2
-7460.2705,2
-7574.898,2
-7690.484,2
-7805.2827,2
-7922.678,2
-8044.5967,2
-8167.4277,2
-8289.906,2
-8415.127,2
-8544.628,2
-8674.964,2
-8805.429,2
-8938.738,2
-9075.97,2
-9213.915,2
-9352.513,2
-9494.008,2
-9638.935,2
-9784.417,2
-9931.116,2
-10080.707,2
-10233.111,2
-10385.864,2
-10540.428,2
-10697.811,2
-10857.242,2
-11016.762,2
-11178.701,2
-11343.311,2
-11509.049,2
-11674.558,2
-11843.104,2
-12014.08,2
-12185.111,2
-12355.527,2
-12529.587,2
-12705.736,2
-12880.699,2
-13054.588,2
-13232.698,2
-13412.444,2
-13589.601,2
-13765.147,2
-13945.444,2
-14126.805,2
-14304.004,2
-14478.974,2
-14659.154,2
-14839.693,2
-15014.342,2
-15186.058,2
-15363.347,2
-15540.147,2
-15709.177,2
-15874.471,2
-16045.579,2
-16215.211,2
-16375.049,2
-16530.264,2
-16691.385,2
-16849.893,2
-16996.469,2
-17137.438,2
-17284.23,2
-17427.13,2
-17555.863,2
-17677.916,2
-17805.512,2
-17927.787,2
-18033.592,2
-18131.56,2
-18234.549,2
-18330.666,2
-18407.979,2
-18476.219,2
-18548.71,2
-18612.662,2
-18655.496,2
-18687.96,2
-18723.639,2
-18749.012,2
-18751.025,2
-18741.318,2
-18733.498,2
-18713.549,2
-18668.115,2
-18609.574,2
-18551.291,2
-18479.023,2
-18379.326,2
-18265.117,2
-18149.234,2
-18017.516,2
-17856.656,2
-17679.871,2
-17499.164,2
-17300.809,2
-17071.89,2
-16825.635,2
-16572.893,2
-16300.777,2
-15997.011,2
-15674.498,2
-15342.912,2
-14996.096,2
-14617.066,2
-14237.67,2
-13855.7,2
-13473.7295,2
-13091.758,2
-12709.787,2
-12327.815,2
-11945.845,2
-11563.874,2
-11181.902,2
-10799.931,2
-10417.96,2
-10035.988,2
-9654.018,2
-9272.046,2
-8890.074,2
-8508.104,2
-8126.132,2
-7744.1606,2
-7362.1895,2
-6980.218,2
-6598.2466,2
-6216.275,2
-5834.3037,2
-5452.332,2
-5070.361,2
-4688.3896,2
-4306.418,2
-3924.4465,2
-3542.475,2
-3160.5037,2
-2778.5322,2
-2396.5608,2
-2014.5894,2
-1632.6179,2
-1250.6465,2
-868.67505,2
-486.70364,2
-104.732216,2
277.23923,2
659.21063,2
1041.182,2
1423.1534,2
1805.1249,2
2187.0962,2
2569.0676,2
2951.039,2
3333.0105,2
3714.982,2
4096.953,2
4478.9243,2
4860.896,2
5242.867,2
5624.8384,2
6006.81,2
6388.7817,2
6770.753,2
7152.724,2
7534.6953,2
7916.6665,2
8298.638,2
8680.608,2
9062.58,2
9444.551,2
9826.521,2
10208.49,2
10590.459,2
10953.246,2
11305.831,2
11636.547,2
11963.277,2
12270.465,2
12543.081,2
12796.319,2
13047.331,2
13280.3125,2
13480.305,2
13663.359,2
13845.765,2
14011.816,2
14146.824,2
14267.266,2
14388.435,2
14495.027,2
14572.795,2
14638.261,2
14705.616,2
14760.207,2
14788.383,2
14806.373,2
14827.191,2
14837.036,2
14822.984,2
14800.6875,2
14781.932,2
14753.924,2
14704.576,2
14648.7295,2
14596.914,2
14537.463,2
14459.21,2
14376.001,2
14297.1045,2
14212.061,2
14110.6875,2
14005.697,2
13905.108,2
13799.717,2
13680.371,2
13558.552,2
13441.053,2
13319.947,2
13187.141,2
13052.821,2
12922.597,2
12789.813,2
12647.446,2
12504.361,2
12365.023,2
12224.034,2
12075.432,2
11926.757,2
11781.388,2
11635.142,2
11483.103,2
11331.507,2
11182.702,2
11033.671,2
10880.521,2
10728.216,2
10578.137,2
10428.372,2
10276.016,2
10124.809,2
9975.2295,2
9826.409,2
9676.382,2
9527.728,2
9380.089,2
9233.565,2
9087.084,2
8942.133,2
8797.583,2
8654.427,2
8512.435,2
8372.072,2
8231.506,2
8092.5474,2
7955.751,2
7820.639,2
7684.7383,2
7550.601,2
7419.51,2
7290.12,2
7159.3833,2
7030.5176,2
6905.473,2
6782.117,2
6656.889,2
6533.599,2
6414.8027,2
6297.6587,2
6178.1553,2
6060.621,2
5948.158,2
5837.293,2
5723.621,2
5611.9204,2
5505.7812,2
5401.1694,2
5293.3467,2
5187.4736,2
5087.5674,2
4989.109,2
4887.0796,2
4786.957,2
4693.1313,2
4600.6646,2
4504.3115,2
4409.807,2
4321.857,2
4235.171,2
4144.3286,2
4055.264,2
3972.9443,2
3891.7908,2
3806.2546,2
3722.4143,2
3645.4482,2
3569.5479,2
3489.0815,2
3410.2217,2
3338.3083,2
3267.359,2
3191.7024,2
3117.5574,2
3050.3774,2
2984.0603,2
2912.935,2
2843.222,2
2780.4443,2
2718.4285,2
2651.5427,2
2585.9666,2
2527.2517,2
2469.1987,2
2406.251,2
2344.509,2
2289.5122,2
2235.08,2
2175.763,2
2117.5474,2
2065.9236,2
2014.7694,2
1958.7733,2
1903.7748,2
1855.1809,2
1806.9644,2
1753.9802,2
1701.891,2
1655.9884,2
1610.3745,2
1560.0968,2
1510.6134,2
1467.0712,2
1423.7333,2
1375.8625,2
1328.6887,2
1287.1866,2
1245.8094,2
1200.056,2
1154.9059,2
1115.1376,2
1075.4198,2
1031.5068,2
988.10785,2
949.7835,2
911.4417,2
869.108,2
827.2045,2
790.05444,2
752.826,2
711.83,2
671.1872,2
634.9658,2
598.61316,2
558.73694,2
519.144,2
483.63312,2
447.94672,2
408.99893,2
370.27286,2
335.28534,2
300.0878,2
261.90808,2
223.89761,2
189.28123,2
154.431,2
116.893425,2
79.48281,2
45.124043,2
10.519148,2
-26.463917,2
-63.35155,2
-97.52451,2
-131.94374,2
-168.41913,2
-204.81917,2
-238.83383,2
-273.0822,2
-309.05353,2
-344.95795,2
-378.7961,2
-412.84256,2
-448.26935,2
-483.6258,2
-517.22296,2
-550.9903,2
-585.7886,2
-620.502,2
-653.74976,2
-687.1179,2
-721.1635,2
-755.09955,2
-787.8492,2
-820.65875,2
-853.791,2
-886.78015,2
-918.8471,2
-950.90454,2
-982.93225,2
-1014.776,2
-1045.9473,2
-1077.0323,2
-1107.7415,2
-1138.2211,2
-1168.2633,2
-1198.1384,2
-1227.3013,2
-1256.1862,2
-1284.8556,2
-1313.2747,2
-1340.6589,2
-1367.7169,2
-1394.7686,2
-1421.4867,2
-1446.8654,2
-1471.8711,2
-1497.0679,2
-1521.8507,2
-1545.0104,2
-1567.7548,2
-1590.8763,2
-1613.5082,2
-1634.2572,2
-1654.5543,2
-1675.404,2
-1695.6945,2
-1713.8687,2
-1731.5612,2
-1749.9705,2
-1767.7582,2
-1783.2242,2
-1798.1859,2
-1814.0173,2
-1829.1725,2
-1841.8292,2
-1853.9667,2
-1867.1144,2
-1879.5387,2
-1889.3175,2
-1898.5693,2
-1908.9586,2
-1918.5851,2
-1925.4481,2
-1931.7828,2
-1939.3677,2
-1946.157,2
-1950.0936,2
-1953.5063,2
-1958.2655,2
-1962.2023,2
-1963.2251,2
-1963.7325,2
-1965.6654,2
-1966.754,2
-1964.894,2
-1962.5302,2
-1961.6519,2
-1959.911,2
-1955.212,2
-1950.0223,2
-1946.3582,2
-1941.8157,2
-1934.3291,2
-1926.3654,2
-1919.9452,2
-1912.6323,2
-1902.4113,2
-1891.7251,2
-1882.5781,2
-1872.5242,2
-1859.6178,2
-1846.256,2
-1834.4056,2
-1821.633,2
-1806.0823,2
-1790.0822,2
-1775.5425,2
-1760.0638,2
-1741.898,2
-1723.285,2
-1706.0581,2
-1687.8743,2
-1667.1099,2
-1645.8966,2
-1625.9727,2
-1605.0726,2
-1581.7139,2
-1557.9012,2
-1535.2609,2
-1511.6251,2
-1485.6675,2
-1459.2485,2
-1433.8665,2
-1407.4716,2
-1378.9069,2
-1349.8728,2
-1321.7255,2
-1292.5511,2
-1261.3751,2
-1229.7231,2
-1198.7966,2
-1166.8352,2
-1133.0568,2
-1098.8003,2
-1065.1005,2
-1030.3668,2
-994.01874,2
-957.1972,2
-920.76074,2
-883.30334,2
-844.4529,2
-805.1431,2
-766.04834,2
-725.9599,2
-684.71936,2
-643.04584,2
-601.4229,2
-558.85046,2
-515.3869,2
-471.5311,2
-427.57114,2
-382.72473,2
-337.268,2
-291.4759,2
-245.43806,2
-198.59727,2
-151.44603,2
-104.03346,2
-56.24971,2
-7.7675524,2
40.70766,2
89.35244,2
138.4757,2
188.17178,2
237.5283,2
286.94537,2
336.9286,2
387.33902,2
437.06522,2
486.7268,2
537.0222,2
587.5809,2
637.10254,2
686.4206,2
736.42017,2
786.50366,2
835.194,2
883.5304,2
932.57764,2
981.51715,2
1028.7094,2
1075.3899,2
1122.7936,2
1169.89,2
1214.8931,2
1259.2228,2
1304.274,2
1348.8151,2
1390.9307,2
1432.2125,2
1474.2028,2
1515.4812,2
1554.0228,2
1591.5758,2
1629.8158,2
1667.1494,2
1701.4613,2
1734.6398,2
1768.4792,2
1801.2291,2
1830.705,2
1858.9174,2
1887.7628,2
1915.3518,2
1939.4524,2
1962.178,2
1985.5098,2
2007.4387,2
2025.707,2
2042.5106,2
2059.8975,2
2075.7585,2
2087.8325,2
2098.377,2
2109.4866,2
2118.9744,2
2124.597,2
2128.6511,2
2133.259,2
2136.1775,2
2135.202,2
2132.6465,2
2130.6406,2
2126.9062,2
2119.2993,2
2110.1282,2
2101.5093,2
2091.152,2
2076.993,2
2061.3113,2
2046.1906,2
2029.3502,2
2008.8252,2
1986.8447,2
1965.4388,2
1942.3584,2
1915.755,2
1887.7855,2
1860.4075,2
1831.4244,2
1799.1206,2
1765.5602,2
1732.6089,2
1698.1442,2
1660.5973,2
1621.9196,2
1583.868,2
1544.413,2
1502.1462,2
1458.8877,2
1416.2693,2
1372.3724,2
1325.961,2
1278.7067,2
1232.1012,2
1184.3544,2
1134.4116,2
1083.7809,2
1033.8005,2
982.82465,2
929.9877,2
876.6208,2
823.897,2
770.32874,2
715.2454,2
659.7901,2
604.9606,2
549.4401,2
492.75696,2
